player_id,Name,Age,Position,Minutes,Matches Played,Starts,Subs,Goals,Assists,G+A/90,Shots/90,Shots on target/90,Pens taken,Pens scored,Club position at the end of the league
21,Kiernan Dewsbury-Hall,24,AM,2308,31,28,3,2,2,0.16,1.01,0.23,0,0,18th
22,Stuart Armstrong,31,AM,1407,32,14,18,2,1,0.19,1.47,0.45,0,0,20th
23,Tom Cairney,32,AM,988,33,6,27,2,0,0.18,1.91,0.27,0,0,10th
24,Joe Aribo,26,AM,1225,21,13,8,2,0,0.15,1.03,0.59,0,0,20th
25,Sean Longstaff,25,AM,2518,33,28,5,1,4,0.18,1.18,0.25,0,0,4th
26,John McGinn,28,AM,2694,34,30,4,1,3,0.13,1.4,0.37,0,0,7th
27,Mateo Kovacic,29,AM,1707,27,17,10,1,2,0.16,1.21,0.11,0,0,12th
28,Ryan Christie,28,AM,1834,32,22,10,1,1,0.1,1.62,0.44,0,0,15th
29,Scott McTominay,26,AM,1160,24,10,14,1,0,0.08,1.01,0.47,0,0,3rd
30,Erling Haaland,22,CF,2769,35,33,2,36,8,1.43,4,1.95,7,7,1st
31,Harry Kane,29,CF,3405,38,38,0,30,4,0.87,3.49,1.69,6,5,8th
32,Ivan Toney,27,CF,2951,33,33,0,20,4,0.73,2.87,1.28,7,6,9th
33,Callum Wilson,31,CF,1877,31,21,10,18,5,1.1,3.5,1.68,3,3,4th
34,Ollie Watkins,27,CF,3127,37,36,1,15,6,0.6,2.45,1.35,2,1,7th
35,Rodrigo,32,CF,1935,31,23,8,13,1,0.65,3.12,1.26,1,1,19th
36,Gabriel Jesus,26,CF,2064,26,24,2,11,6,0.74,3.36,1.4,1,1,2nd
37,Roberto Firmino,31,CF,1213,25,13,12,11,4,1.11,2.89,1.85,0,0,5th
38,Alexander Isak,23,CF,1521,22,17,5,10,1,0.65,3.02,1.48,2,2,4th
39,Taiwo Awoniyi,25,CF,1404,27,17,10,10,1,0.71,2.24,0.96,0,0,16th
40,Darwin Nunez,23,CF,1695,29,19,10,9,3,0.64,4.46,1.96,0,0,5th
41,Julian Alvarez,23,CF,1465,31,13,18,9,0,0.55,2.89,1.35,1,1,1st
42,Yoane Wissa,26,CF,1607,38,16,22,7,3,0.56,1.79,0.84,0,0,9th
43,Kai Havertz,23,CF,2569,35,30,5,7,1,0.28,2.49,1.16,1,1,12th
44,Dominic Solanke,25,CF,2860,33,32,1,6,7,0.41,2.39,0.91,0,0,15th
45,Danny Welbeck,32,CF,1853,31,21,10,6,4,0.44,3.01,1.12,0,0,6th
46,Evan Ferguson,18,CF,949,19,10,9,6,2,0.76,3.41,1.61,0,0,6th
47,Kelechi Iheanacho,26,CF,1127,28,11,17,5,5,0.8,3.11,1.12,1,1,18th
48,Michail Antonio,33,CF,1830,33,21,12,5,3,0.39,1.92,0.64,0,0,14th
49,Che Adams,26,CF,1992,28,23,5,5,3,0.36,2.12,0.68,0,0,20th
50,Odsonne Edouard,25,CF,1803,35,20,15,5,2,0.35,1.95,0.75,0,0,11th
51,Patson Daka,24,CF,1186,30,13,17,4,4,0.61,2.27,1.21,0,0,18th
52,Jordan Ayew,31,CF,2715,38,31,7,4,3,0.23,1.06,0.36,0,0,11th
53,Eddie Nketiah,23,CF,1089,30,9,21,4,1,0.41,3.39,1.16,0,0,2nd
54,Jamie Vardy,36,CF,1858,37,19,18,3,4,0.34,1.36,0.73,0,0,18th
55,Hee-chan Hwang,27,CF,1130,27,12,15,3,1,0.32,1.43,0.56,0,0,13th
56,Adam Armstrong,26,CF,1336,30,14,16,2,1,0.2,1.69,0.81,0,0,20th
57,Dominic Calvert-Lewin,26,CF,1167,17,15,2,2,1,0.23,2.39,0.77,1,1,17th
58,Matheus Cunha,24,CF,965,17,12,5,2,0,0.19,2.42,0.65,0,0,13th
59,Richarlison,26,CF,1010,27,12,15,1,4,0.36,2.41,1.25,0,0,8th
60,Neal Maupay,26,CF,1119,27,11,16,1,0,0.08,2.58,1.29,0,0,17th
61,Martin Odegaard,24,CM,3127,37,37,0,15,7,0.63,2.68,0.95,0,0,2nd
62,Phil Foden,23,CM,1842,32,22,10,11,5,0.83,2.25,1.07,0,0,1st
63,James Maddison,26,CM,2480,30,28,2,10,9,0.69,2.64,1.24,2,1,18th
64,Eberechi Eze,24,CM,2637,38,30,8,10,4,0.48,2.39,0.85,1,1,11th
65,Bruno Fernandes,28,CM,3316,37,37,0,8,8,0.43,2.5,0.95,2,2,3rd
66,Kevin De Bruyne,31,CM,2417,32,28,4,7,18,0.86,2.42,0.78,0,0,1st
67,Morgan Gibbs-White,23,CM,3152,35,34,1,5,8,0.39,1.79,0.67,2,2,16th
68,Marcus Tavernier,24,CM,1743,23,19,4,5,4,0.46,1.91,0.77,0,0,15th
69,Emiliano Buendía,26,CM,2412,38,27,11,5,2,0.26,1.83,0.45,0,0,7th
70,Abdoulaye Doucoure,30,CM,1534,25,17,8,5,2,0.41,1.17,0.47,0,0,17th
71,Bernardo Silva,28,CM,2204,34,24,10,4,5,0.37,1.02,0.41,0,0,1st
72,Lucas Paqueta,25,CM,2153,28,27,1,4,3,0.29,2.22,0.67,1,1,14th
73,Bobby De Cordova-Reid,30,CM,2476,36,29,7,4,1,0.18,1.13,0.36,0,0,10th
74,Mason Mount,24,CM,1647,24,20,4,3,2,0.27,1.8,0.49,0,0,12th
75,Dejan Kulusevski,23,CM,2067,30,23,7,2,7,0.39,1.87,0.44,0,0,8th
76,Christian Eriksen,31,CM,2048,28,25,3,1,8,0.4,1.67,0.48,0,0,3rd
77,Harvey Elliott,20,CM,1612,32,18,14,1,2,0.17,2.01,0.67,0,0,5th
78,Marcus Rashford,25,LW,2880,35,32,3,17,5,0.69,3.38,1.56,0,0,3rd
79,Gabriel Martinelli,21,LW,2789,36,34,2,15,5,0.65,2.55,1.03,0,0,2nd
80,Harvey Barnes,25,LW,2711,34,32,2,13,1,0.46,2.39,1.13,0,0,18th
81,Heung-min Son,30,LW,2888,36,33,3,10,6,0.5,2.52,1.25,0,0,8th
82,Kaoru Mitoma,26,LW,2317,33,24,9,7,5,0.47,2.02,0.82,0,0,6th
83,Diogo Jota,26,LW,1132,22,12,10,7,4,0.88,2.79,0.88,0,0,5th
84,Dwight McNeil,23,LW,2497,36,28,8,7,3,0.36,1.66,0.54,0,0,17th
85,Cody Gakpo,24,LW,1458,21,17,4,7,2,0.56,2.41,0.8,0,0,5th
86,Wilfried Zaha,30,LW,2288,27,27,0,7,2,0.35,2.6,0.87,2,0,11th
87,Saïd Benrahma,27,LW,2069,35,22,13,6,3,0.39,3.18,1.17,4,4,14th
88,Jadon Sancho,23,LW,1687,26,21,5,6,3,0.48,1.12,0.59,0,0,3rd
89,Daniel Podence,27,LW,1771,32,20,12,6,0,0.3,2.19,0.91,0,0,13th
90,Jack Harrison,26,LW,2708,36,34,2,5,7,0.4,1.3,0.47,0,0,19th
91,Jack Grealish,27,LW,2055,28,23,5,5,7,0.53,1.8,0.7,0,0,1st
92,Willian,34,LW,2126,27,25,2,5,5,0.42,1.74,0.76,0,0,10th
93,Luis Díaz,26,LW,996,17,11,6,4,2,0.54,2.44,0.72,0,0,5th
94,Demarai Gray,26,LW,2506,33,27,6,4,1,0.18,2.12,0.86,2,2,17th
95,Alex Iwobi,27,LW,3378,38,38,0,2,7,0.24,1.12,0.4,0,0,17th
96,Kamaldeen Sulemana,21,LW,966,18,10,8,2,1,0.28,2.33,0.65,0,0,20th
97,Allan Saint-Maximin,26,LW,1119,25,12,13,1,5,0.48,2.25,1.04,0,0,4th
98,Mohamed Salah,30,RW,3290,38,37,1,19,12,0.85,3.42,1.29,4,2,5th
99,Bukayo Saka,21,RW,3181,38,37,1,14,11,0.71,2.52,0.91,3,2,2nd
100,Miguel Almiron,29,RW,2490,34,29,5,11,2,0.47,2.49,0.76,0,0,4th
101,Bryan Mbeumo,23,RW,2904,38,36,2,9,8,0.53,2.2,1.02,1,1,9th
102,Brennan Johnson,22,RW,2934,38,33,5,8,3,0.34,1.69,0.83,3,1,16th
103,Jarrod Bowen,26,RW,3233,38,36,2,6,5,0.31,2.09,0.67,2,1,14th
104,Raheem Sterling,28,RW,1890,28,23,5,6,3,0.43,2,0.81,0,0,12th
105,Riyad Mahrez,32,RW,1921,30,22,8,5,10,0.7,2.02,0.61,1,1,1st
106,Leon Bailey,25,RW,1968,33,26,7,4,4,0.37,2.33,0.64,0,0,7th
107,Jacob Murphy,28,RW,1252,36,14,22,4,2,0.43,2.09,0.72,0,0,4th
108,Antony,23,RW,1802,25,23,2,4,2,0.3,3.6,1.2,0,0,3rd
109,Michael Olise,21,RW,2748,37,31,6,2,11,0.43,1.67,0.46,0,0,11th
110,Harry Wilson,26,RW,1100,29,13,16,2,3,0.41,1.47,0.33,0,0,10th
111,Adama Traore,27,RW,1494,34,12,22,2,1,0.18,1.14,0.48,0,0,13th
112,Dango Ouattara,21,RW,1241,19,15,4,1,3,0.29,1.89,0.36,0,0,15th
113,Pedro Neto,23,RW,964,18,13,5,0,0,0,1.59,0.28,0,0,13th
