league,season,team,player,nation,pos,age,matches,starts,minutes,nineties,goals,assists,np_goals,pens_scored,pens_taken,GA_p90,np_goals_p90,shots,shots_on_target,shots_p90,shots_on_target_p90,goals_per_shot,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,understat_player_id,xG,xA,npxG,key_passes,xGChain,xGBuildup,_ust_goals,_ust_assists,_ust_shots,_ust_minutes,xG_p90,npxG_p90,xA_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,crosses_p90,fouls_drawn_p90,offsides_p90,interceptions_p90,tackles_won_p90,npxG_plus_xA_p90,xG_per_shot,team_goals,team_np_goals,team_minutes,team_possession,team_shots,share_team_goals,share_team_shots,minutes_pct,team_goals_p90,GA_p90_tertile,season_next,target_tertile_next
ENG-Premier League,2122,Crystal Palace,Tyrick Mitchell,ENG,DF,21.0,36,35,3101,34.5,0,2,0,0,0,0.06,0.0,4.0,0.0,0.12,0.0,0.0,16.0,14.0,2.0,62.0,40.0,54.0,8214.0,0.2213800959289074,1.9149616742506623,0.2213800959289074,21.0,8.975611304864287,7.2545147351920605,0.0,2.0,4.0,3100.0,0.00642509146520531,0.00642509146520531,0.05557773320946779,0.6094808126410836,0.2604982320018658,0.21054702552959867,1.7994195420831989,0.40632054176072235,0.058045791680103195,1.1609158336020637,1.5672363753627863,0.0620028246746731,0.05534502398222685,50,44,3420,51.1,404,0.0,0.009900990099009901,0.9067251461988304,1.3157894736842106,low,2223,low
ENG-Premier League,2122,Crystal Palace,Vicente Guaita,ESP,GK,34.0,30,30,2655,29.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,2.0,0.0,2190.0,0.0,0.0,0.0,0.0,3.258348599076271,3.258348599076271,0.0,0.0,0.0,2659.0,0.0,0.0,0.0,0.0,0.11045249488394139,0.11045249488394139,0.0,0.06779661016949153,0.0,0.06779661016949153,0.0,0.0,,50,44,3420,51.1,404,0.0,0.0,0.7763157894736842,1.3157894736842106,low,2223,low
ENG-Premier League,2122,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",28.0,33,31,2760,30.7,14,1,9,5,7,0.49,0.29,69.0,32.0,2.25,1.04,0.13,38.0,100.0,25.0,47.0,5.0,21.0,522.0,10.184118073433638,4.893216146156192,4.855936596170068,46.0,12.100897870957851,3.8086952473968263,14.0,1.0,69.0,2762.0,0.3320908067424012,0.15834575857076308,0.15956139607031058,1.5,0.3945944957921038,0.12419658415424432,1.5326086956521738,3.260869565217391,0.8152173913043478,0.16304347826086957,0.6847826086956521,0.31790715464107366,0.14759591410773387,50,44,3420,51.1,404,0.28,0.1707920792079208,0.8070175438596491,1.3157894736842106,high,2223,high
ENG-Premier League,2122,Everton,Abdoulaye Doucouré,MLI,MF,28.0,30,29,2537,28.2,2,4,2,0,0,0.21,0.07,34.0,11.0,1.21,0.39,0.06,39.0,16.0,1.0,11.0,27.0,43.0,1726.0,2.653875366784632,2.418744313530624,2.653875366784632,20.0,8.230574828572571,3.837187174707651,2.0,4.0,34.0,2540.0,0.09414615018155967,0.09414615018155967,0.0858048830184297,0.7094994087504927,0.2919793987274463,0.1361241015860026,0.39022467481277096,0.5675995270003942,0.035474970437524636,0.9578242018131651,1.5254237288135593,0.17995103319998937,0.07805515784660683,42,36,3420,40.0,430,0.047619047619047616,0.07906976744186046,0.741812865497076,1.105263157894737,mid,2223,high
ENG-Premier League,2122,Everton,Alex Iwobi,NGA,"MF,DF",25.0,28,22,2035,22.6,2,2,2,0,0,0.18,0.09,24.0,6.0,1.06,0.27,0.08,16.0,7.0,3.0,32.0,20.0,21.0,500.0,2.403040584176779,3.0656776819378138,2.403040584176779,36.0,9.433963952586057,5.091717269271612,2.0,2.0,24.0,2041.0,0.10627697915278138,0.10627697915278138,0.1355827967441785,1.5921375921375922,0.41722690699397796,0.22518651313731947,1.4152334152334152,0.3095823095823096,0.1326781326781327,0.8845208845208845,0.9287469287469288,0.2418597758969599,0.10012669100736578,42,36,3420,40.0,430,0.047619047619047616,0.05581395348837209,0.5950292397660819,1.105263157894737,mid,2223,mid
ENG-Premier League,2122,Everton,Anthony Gordon,ENG,"MF,FW",20.0,35,25,2285,25.4,4,2,4,0,0,0.24,0.16,44.0,18.0,1.73,0.71,0.09,25.0,64.0,8.0,121.0,20.0,30.0,8150.0,3.460314721800387,3.776887372136116,3.460314721800387,36.0,7.969527812674642,3.010282608680427,4.0,2.0,44.0,2288.0,0.1362924835720065,0.1362924835720065,0.14876142822417962,1.4179431072210065,0.3138982508274476,0.11856692988238006,4.765864332603939,2.5207877461706785,0.3150984682713348,0.787746170678337,1.1816192560175054,0.2850539117961861,0.07864351640455425,42,36,3420,40.0,430,0.09523809523809523,0.10232558139534884,0.6681286549707602,1.105263157894737,mid,2223,mid
ENG-Premier League,2122,Everton,Demarai Gray,JAM,"MF,FW",25.0,34,28,2338,26.0,5,4,5,0,0,0.35,0.19,65.0,17.0,2.5,0.65,0.08,12.0,32.0,3.0,130.0,15.0,20.0,762.0,4.3363886419683695,4.429345730692148,4.3363886419683695,42.0,10.400985466316342,3.428600884974003,5.0,4.0,65.0,2366.0,0.16692685105951807,0.16692685105951807,0.1705051821053436,1.6167664670658684,0.4003801077709456,0.1319820699947221,5.004277159965783,1.2318220701454234,0.11548331907613345,0.5774165953806673,0.7698887938408896,0.3374320331648617,0.066713671414898,42,36,3420,40.0,430,0.11904761904761904,0.1511627906976744,0.683625730994152,1.105263157894737,high,2223,mid
ENG-Premier League,2122,Everton,Dominic Calvert-Lewin,ENG,FW,24.0,17,15,1283,14.3,5,2,3,2,3,0.49,0.21,33.0,13.0,2.31,0.91,0.09,17.0,16.0,4.0,2.0,3.0,8.0,5555.0,6.218367507681251,1.659819481894374,3.9349023085087538,10.0,5.950977586209774,1.9578842744231224,5.0,2.0,33.0,1297.0,0.43620660615067225,0.27602588290396557,0.11643316708534189,0.7014809041309431,0.41744971376374096,0.13734184310060873,0.1402961808261886,1.1223694466095089,0.2805923616523772,0.21044427123928292,0.5611847233047544,0.3924590499893075,0.18843537902064394,42,36,3420,40.0,430,0.11904761904761904,0.07674418604651163,0.37514619883040934,1.105263157894737,high,2223,mid
ENG-Premier League,2122,Everton,Jordan Pickford,ENG,GK,27.0,35,35,3150,35.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,1.0,741.0,0.0,0.1421341989189386,0.0,5.0,1.6098093083128333,1.4676753049716351,0.0,0.0,0.0,3150.0,0.0,0.0,0.004060977111969674,0.14285714285714285,0.04599455166608095,0.04193358014204672,0.0,0.17142857142857143,0.0,0.0,0.02857142857142857,0.004060977111969674,,42,36,3420,40.0,430,0.0,0.0,0.9210526315789473,1.105263157894737,low,2223,low
ENG-Premier League,2122,Everton,Michael Keane,ENG,DF,28.0,32,31,2792,31.0,3,2,3,0,0,0.16,0.1,20.0,6.0,0.64,0.19,0.15,16.0,7.0,1.0,2.0,61.0,24.0,1653.0,1.2030848106369376,1.339627981185913,1.2030848106369376,8.0,3.2479775734245777,2.64853598177433,3.0,2.0,19.0,2799.0,0.03878138716236547,0.03878138716236547,0.043182850396394044,0.25787965616045844,0.10469841748145128,0.08537544353857081,0.06446991404011461,0.22564469914040114,0.032234957020057305,1.9663323782234956,0.7736389684813754,0.0819642375587595,0.060154240531846884,42,36,3420,40.0,430,0.07142857142857142,0.046511627906976744,0.816374269005848,1.105263157894737,mid,2223,high
ENG-Premier League,2122,Everton,Séamus Coleman,IRL,"DF,MF",32.0,30,30,2656,29.5,1,0,1,0,0,0.03,0.03,8.0,1.0,0.27,0.03,0.13,15.0,17.0,2.0,41.0,32.0,36.0,585.0,1.1748256795108318,0.7962016016244888,1.1748256795108318,13.0,5.379757348448038,3.757788091897965,1.0,0.0,9.0,2663.0,0.039809605103906194,0.039809605103906194,0.02697972294661295,0.44051204819277107,0.18229599448807357,0.1273346868489521,1.3893072289156625,0.5760542168674698,0.0677710843373494,1.0843373493975903,1.219879518072289,0.06678932805051914,0.14685320993885398,42,36,3420,40.0,430,0.023809523809523808,0.018604651162790697,0.776608187134503,1.105263157894737,low,2223,low
ENG-Premier League,2122,Liverpool,Alisson,BRA,GK,28.0,36,36,3240,36.0,0,1,0,0,0,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,1257.0,0.0,0.1280680000782013,0.0,1.0,9.494233330711722,9.366165360435843,0.0,1.0,0.0,3240.0,0.0,0.0,0.0035574444466167027,0.027777777777777776,0.2637287036308812,0.2601712600121068,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0035574444466167027,,94,87,3420,62.7,721,0.0,0.0,0.9473684210526315,2.473684210526316,low,2223,low
ENG-Premier League,2122,Liverpool,Andrew Robertson,SCO,DF,27.0,29,29,2537,28.2,3,10,3,0,0,0.46,0.11,19.0,8.0,0.67,0.28,0.16,20.0,9.0,4.0,194.0,26.0,21.0,1688.0,2.2711895797401667,6.197530032135546,2.2711895797401667,55.0,18.61965829879045,14.27739267796278,3.0,10.0,19.0,2550.0,0.08057038319929641,0.08057038319929641,0.2198571946756796,1.951123374063855,0.6605318277064015,0.5064900831756602,6.882144264879779,0.3192747339377217,0.14189988175009854,0.9223492313756405,0.7449743791880173,0.300427577874976,0.11953629367053509,94,87,3420,62.7,721,0.031914893617021274,0.026352288488210817,0.741812865497076,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Diogo Jota,POR,FW,24.0,35,27,2364,26.3,15,4,15,0,0,0.72,0.57,90.0,33.0,3.43,1.26,0.17,40.0,40.0,5.0,21.0,6.0,18.0,6854.0,17.34798476099968,5.874588536098599,17.34798476099968,40.0,25.77840629965067,6.919248638674617,15.0,4.0,90.0,2401.0,0.6604562726268913,0.6604562726268913,0.2236518478210127,1.5228426395939088,0.9814114073471067,0.2634231715231453,0.799492385786802,1.5228426395939088,0.1903553299492386,0.2284263959390863,0.6852791878172589,0.884108120447904,0.19275538623332977,94,87,3420,62.7,721,0.1595744680851064,0.12482662968099861,0.6912280701754386,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Fabinho,BRA,MF,27.0,29,26,2314,25.7,5,1,3,2,2,0.23,0.12,21.0,10.0,0.82,0.39,0.14,41.0,28.0,0.0,8.0,38.0,29.0,3420.0,5.033523061312735,1.262206269428134,3.511185065843165,17.0,10.567334730178118,9.501623323187232,5.0,1.0,21.0,2320.0,0.19577228846938036,0.13656294551680417,0.04909186009011757,0.6611927398444252,0.4110026472411541,0.3695531975310505,0.3111495246326707,1.0890233362143473,0.0,1.4779602420051858,1.1279170267934313,0.18565480560692174,0.23969157434822547,94,87,3420,62.7,721,0.05319148936170213,0.02912621359223301,0.6766081871345029,2.473684210526316,mid,2223,mid
ENG-Premier League,2122,Liverpool,Ibrahima Konaté,FRA,DF,22.0,11,11,990,11.0,0,0,0,0,0,0.0,0.0,4.0,0.0,0.36,0.0,0.0,10.0,3.0,0.0,0.0,17.0,11.0,6326.0,0.205162601545453,0.0,0.205162601545453,0.0,3.758265731856227,3.758265731856227,0.0,0.0,4.0,990.0,0.01865114559504118,0.01865114559504118,0.0,0.0,0.3416605210778388,0.3416605210778388,0.0,0.2727272727272727,0.0,1.5454545454545454,1.0,0.01865114559504118,0.05129065038636325,94,87,3420,62.7,721,0.0,0.005547850208044383,0.2894736842105263,2.473684210526316,low,2223,low
ENG-Premier League,2122,Liverpool,Jordan Henderson,ENG,MF,31.0,35,29,2597,28.9,2,5,2,0,0,0.24,0.07,31.0,6.0,1.07,0.21,0.06,24.0,7.0,3.0,57.0,25.0,20.0,605.0,1.3726868210360408,4.195082722231746,1.3726868210360408,37.0,18.98278469592333,15.453528169542553,2.0,5.0,31.0,2616.0,0.047570971849535494,0.047570971849535494,0.1453821505586666,1.2822487485560263,0.6578554573096264,0.535547760977601,1.9753561802079322,0.24258760107816713,0.10396611474778591,0.8663842895648826,0.693107431651906,0.1929531224082021,0.04428022003342067,94,87,3420,62.7,721,0.02127659574468085,0.04299583911234397,0.7593567251461988,2.473684210526316,mid,2223,mid
ENG-Premier League,2122,Liverpool,Joël Matip,CMR,DF,29.0,31,31,2790,31.0,3,3,3,0,0,0.19,0.1,34.0,9.0,1.1,0.29,0.09,13.0,11.0,0.0,1.0,45.0,35.0,332.0,2.720767354592681,2.078828541561961,2.720767354592681,12.0,15.503671199083328,13.809814861044288,3.0,3.0,34.0,2790.0,0.08776668885782841,0.08776668885782841,0.06705898521167616,0.3870967741935484,0.5001184257768816,0.44547789874336413,0.03225806451612903,0.3548387096774194,0.0,1.4516129032258065,1.1290322580645162,0.1548256740695046,0.08002256925272591,94,87,3420,62.7,721,0.031914893617021274,0.047156726768377254,0.8157894736842105,2.473684210526316,mid,2223,mid
ENG-Premier League,2122,Liverpool,Luis Díaz,COL,FW,24.0,13,11,958,10.6,4,3,4,0,0,0.66,0.38,38.0,13.0,3.57,1.22,0.11,14.0,14.0,3.0,14.0,4.0,7.0,10408.0,4.276757774874568,2.175987700931728,4.276757774874568,20.0,8.961288705468178,3.449203735217452,4.0,3.0,38.0,962.0,0.40178308949761077,0.40178308949761077,0.2044247318203085,1.8789144050104385,0.8418747218080752,0.32403792919579405,1.315240083507307,1.315240083507307,0.2818371607515658,0.3757828810020877,0.6576200417536535,0.6062078213179193,0.11254625723354127,94,87,3420,62.7,721,0.0425531914893617,0.052704576976421634,0.2801169590643275,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Mohamed Salah,EGY,FW,29.0,35,30,2762,30.7,23,13,18,5,6,1.17,0.59,139.0,60.0,4.53,1.96,0.13,12.0,23.0,12.0,40.0,5.0,8.0,1250.0,24.364288866519928,9.790822226554155,19.79727490246296,62.0,32.15880052000284,11.22197961062193,23.0,13.0,139.0,2757.0,0.7939123816027492,0.6450958512750421,0.31903475756331423,2.020275162925416,1.0478971929037855,0.365669140099918,1.3034033309196233,0.7494569152787834,0.391020999275887,0.16292541636495292,0.26068066618392466,0.9641306088383563,0.1752826537159707,94,87,3420,62.7,721,0.24468085106382978,0.1927877947295423,0.8076023391812865,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Roberto Firmino,BRA,FW,29.0,20,10,990,11.0,5,4,5,0,0,0.82,0.45,30.0,11.0,2.73,1.0,0.17,6.0,6.0,3.0,8.0,4.0,16.0,482.0,5.253263216465712,2.218823962844908,5.253263216465712,16.0,11.997239541262388,5.707365166395903,5.0,4.0,30.0,979.0,0.4775693833150647,0.4775693833150647,0.20171126934953706,1.4545454545454546,1.0906581401147626,0.5188513787632639,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.36363636363636365,1.4545454545454546,0.6792806526646018,0.1751087738821904,94,87,3420,62.7,721,0.05319148936170213,0.04160887656033287,0.2894736842105263,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Sadio Mané,SEN,FW,29.0,34,32,2819,31.3,16,2,16,0,0,0.57,0.51,98.0,40.0,3.13,1.28,0.16,49.0,50.0,19.0,51.0,7.0,19.0,838.0,16.82961556315422,5.269158905372024,16.82961556315422,39.0,28.448098309338093,11.072973331436517,16.0,2.0,98.0,2833.0,0.5373059243291521,0.5373059243291521,0.16822429992319338,1.245122383824051,0.9082401021072821,0.35351812693483026,1.6282369634622207,1.596310748492373,0.6065980844271018,0.22348350478893225,0.6065980844271018,0.7055302242523456,0.1717307710525941,94,87,3420,62.7,721,0.1702127659574468,0.13592233009708737,0.8242690058479533,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Thiago Alcántara,ESP,MF,30.0,25,17,1534,17.0,1,4,1,0,0,0.29,0.06,25.0,6.0,1.47,0.35,0.04,19.0,13.0,0.0,4.0,27.0,26.0,229.0,1.6294421814382076,2.575972074642777,1.6294421814382076,29.0,12.86691565066576,10.548432012088597,1.0,4.0,25.0,1531.0,0.09559960647290658,0.09559960647290658,0.15113265105466098,1.7014341590612778,0.7549037865449273,0.6188780189621732,0.23468057366362452,0.7627118644067796,0.0,1.5840938722294655,1.5254237288135593,0.24673225752756756,0.0651776872575283,94,87,3420,62.7,721,0.010638297872340425,0.03467406380027739,0.44853801169590646,2.473684210526316,high,2223,low
ENG-Premier League,2122,Liverpool,Trent Alexander-Arnold,ENG,DF,22.0,32,32,2853,31.7,2,12,2,0,0,0.44,0.06,51.0,15.0,1.61,0.47,0.04,12.0,7.0,11.0,277.0,44.0,24.0,1791.0,2.192071607336402,12.68763641640544,2.192071607336402,90.0,21.091294214129448,11.988933326676488,2.0,12.0,51.0,2856.0,0.06915052389073824,0.06915052389073824,0.4002408964165754,2.8391167192429023,0.6653405114867333,0.3781997894850627,8.738170347003155,0.22082018927444796,0.3470031545741325,1.38801261829653,0.7570977917981073,0.4693914203073136,0.04298179622228239,94,87,3420,62.7,721,0.02127659574468085,0.07073509015256588,0.8342105263157895,2.473684210526316,high,2223,high
ENG-Premier League,2122,Liverpool,Virgil van Dijk,NED,DF,30.0,34,34,3060,34.0,3,1,3,0,0,0.12,0.09,35.0,14.0,1.03,0.41,0.09,9.0,8.0,0.0,0.0,31.0,11.0,833.0,2.1695868838578463,1.5573332104831934,2.1695868838578463,9.0,16.267572289332747,16.187643237411976,3.0,1.0,35.0,3060.0,0.06381137893699548,0.06381137893699548,0.04580391795538804,0.2647058823529412,0.4784580085097867,0.4761071540415287,0.0,0.23529411764705882,0.0,0.9117647058823529,0.3235294117647059,0.10961529689238353,0.06198819668165275,94,87,3420,62.7,721,0.031914893617021274,0.04854368932038835,0.8947368421052632,2.473684210526316,mid,2223,mid
ENG-Premier League,2122,Manchester City,Aymeric Laporte,ESP,DF,27.0,33,33,2828,31.4,4,0,4,0,0,0.13,0.13,35.0,8.0,1.11,0.25,0.11,14.0,10.0,2.0,5.0,19.0,15.0,2498.0,4.454536762088537,0.6116274017840624,4.454536762088537,9.0,18.63745391741395,18.220567310228944,4.0,0.0,35.0,2848.0,0.14176389978358145,0.14176389978358145,0.01946480415861585,0.28642149929278643,0.5931297215584355,0.5798624674401008,0.15912305516265912,0.31824611032531824,0.06364922206506365,0.6046676096181047,0.47736916548797736,0.1612287039421973,0.12727247891681534,96,89,3420,67.9,704,0.041666666666666664,0.04971590909090909,0.8269005847953217,2.526315789473684,mid,2223,low
ENG-Premier League,2122,Manchester City,Bernardo Silva,POR,"MF,FW",26.0,35,33,2857,31.7,8,4,8,0,0,0.38,0.25,48.0,20.0,1.51,0.63,0.17,30.0,33.0,9.0,57.0,18.0,31.0,3635.0,7.771977653726935,6.567136766389012,7.771977653726935,59.0,25.98423945903778,14.36224857904017,8.0,4.0,48.0,2865.0,0.24482953756927694,0.24482953756927694,0.20687515189884884,1.8585929296464825,0.8185444701831993,0.45243345191236095,1.7955897794889746,1.03955197759888,0.28351417570878545,0.5670283514175709,0.9765488274413721,0.4517046894681258,0.16191620111931115,96,89,3420,67.9,704,0.08333333333333333,0.06818181818181818,0.8353801169590643,2.526315789473684,high,2223,high
ENG-Premier League,2122,Manchester City,Ederson,BRA,GK,27.0,37,37,3330,37.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,0.0,0.0,1.0,6054.0,0.0,0.0,0.0,0.0,9.95296686142683,9.95296686142683,0.0,0.0,0.0,3330.0,0.0,0.0,0.0,0.0,0.2689991043628873,0.2689991043628873,0.0,0.10810810810810811,0.0,0.0,0.02702702702702703,0.0,,96,89,3420,67.9,704,0.0,0.0,0.9736842105263158,2.526315789473684,low,2223,low
ENG-Premier League,2122,Manchester City,Gabriel Jesus,BRA,FW,24.0,28,21,1877,20.9,8,8,7,1,1,0.77,0.34,64.0,25.0,3.07,1.2,0.11,26.0,26.0,10.0,24.0,13.0,13.0,5543.0,10.153561741113664,5.913651751354337,9.392391830682756,38.0,19.491168478503823,6.3471613842993975,8.0,8.0,64.0,1885.0,0.4868516551413052,0.45035442981430374,0.28355282771544504,1.822056473095365,0.9345792024855324,0.3043391180537804,1.1507725093233885,1.2466702184336709,0.47948854555141185,0.6233351092168354,0.6233351092168354,0.7339072575297487,0.158649402204901,96,89,3420,67.9,704,0.08333333333333333,0.09090909090909091,0.5488304093567251,2.526315789473684,high,2223,high
ENG-Premier League,2122,Manchester City,Jack Grealish,ENG,"FW,MF",25.0,26,22,1914,21.3,3,3,3,0,0,0.28,0.14,44.0,15.0,2.07,0.71,0.07,17.0,54.0,5.0,32.0,7.0,16.0,675.0,5.53242839500308,5.456195579841733,5.53242839500308,52.0,18.398098289966583,9.633637011051178,3.0,3.0,44.0,1929.0,0.2601455358151919,0.2601455358151919,0.25656092068221314,2.4451410658307213,0.8651143396536012,0.4529923359428454,1.5047021943573669,2.5391849529780566,0.23510971786833856,0.329153605015674,0.7523510971786834,0.5167064564974051,0.12573700897734275,96,89,3420,67.9,704,0.03125,0.0625,0.5596491228070175,2.526315789473684,high,2223,high
ENG-Premier League,2122,Manchester City,John Stones,ENG,DF,27.0,14,12,1119,12.4,1,0,1,0,0,0.08,0.08,9.0,5.0,0.72,0.4,0.11,3.0,6.0,0.0,3.0,13.0,3.0,586.0,1.2149109998717904,0.1626314986497163,1.2149109998717904,4.0,6.591381952166557,6.4356369972229,1.0,0.0,9.0,1114.0,0.09771402143740941,0.09771402143740941,0.013080281392738575,0.32171581769436997,0.5301379586192941,0.5176115547364263,0.24128686327077747,0.48257372654155495,0.0,1.0455764075067024,0.24128686327077747,0.11079430283014799,0.1349901110968656,96,89,3420,67.9,704,0.010416666666666666,0.01278409090909091,0.32719298245614037,2.526315789473684,low,2223,mid
ENG-Premier League,2122,Manchester City,João Cancelo,POR,DF,27.0,36,36,3227,35.9,1,7,1,0,0,0.22,0.03,81.0,23.0,2.26,0.64,0.01,34.0,27.0,2.0,126.0,56.0,53.0,2379.0,4.544122601859272,6.009325062856078,4.544122601859272,39.0,26.887531492859125,21.15214002132416,1.0,7.0,81.0,3233.0,0.12673412896415698,0.12673412896415698,0.16759815793524854,1.087697551905795,0.7498846713223803,0.5899264338144328,3.5140997830802605,0.7530213820886272,0.05577936163619461,1.561822125813449,1.4781530833591572,0.2943322868994055,0.05610027903529966,96,89,3420,67.9,704,0.010416666666666666,0.11505681818181818,0.9435672514619883,2.526315789473684,mid,2223,mid
ENG-Premier League,2122,Manchester City,João Cancelo,POR,DF,27.0,36,36,3227,35.9,1,7,1,0,0,0.22,0.03,81.0,23.0,2.26,0.64,0.01,34.0,27.0,2.0,126.0,56.0,53.0,2379.0,4.544122601859272,6.009325062856078,4.544122601859272,39.0,26.887531492859125,21.15214002132416,1.0,7.0,81.0,3233.0,0.12673412896415698,0.12673412896415698,0.16759815793524854,1.087697551905795,0.7498846713223803,0.5899264338144328,3.5140997830802605,0.7530213820886272,0.05577936163619461,1.561822125813449,1.4781530833591572,0.2943322868994055,0.05610027903529966,96,89,3420,67.9,704,0.010416666666666666,0.11505681818181818,0.9435672514619883,2.526315789473684,mid,2223,high
ENG-Premier League,2122,Manchester City,Kevin De Bruyne,BEL,MF,30.0,30,25,2201,24.5,15,8,15,0,0,0.94,0.61,77.0,31.0,3.15,1.27,0.19,21.0,27.0,5.0,179.0,7.0,16.0,447.0,5.949964433908463,11.260171007364988,5.949964433908463,87.0,20.317838434129957,9.413898749276996,15.0,8.0,78.0,2214.0,0.24329704636608893,0.24329704636608893,0.46043407117803226,3.5574738755111315,0.8308066601870496,0.38493906743976813,7.319400272603362,1.1040436165379373,0.2044525215810995,0.2862335302135393,0.6542480690595184,0.7037311175441212,0.07727226537543459,96,89,3420,67.9,704,0.15625,0.109375,0.6435672514619883,2.526315789473684,high,2223,high
ENG-Premier League,2122,Manchester City,Kyle Walker,ENG,DF,31.0,20,20,1755,19.5,0,2,0,0,0,0.1,0.0,8.0,2.0,0.41,0.1,0.0,7.0,12.0,1.0,33.0,13.0,6.0,638.0,0.2224772945046425,1.455245791003108,0.2224772945046425,11.0,9.661232478916643,8.514137484133244,0.0,2.0,8.0,1759.0,0.011409092025879102,0.011409092025879102,0.07462798928221066,0.5641025641025641,0.49544781943162275,0.4366224350837561,1.6923076923076923,0.6153846153846154,0.05128205128205128,0.6666666666666666,0.3076923076923077,0.08603708130808976,0.02780966181308031,96,89,3420,67.9,704,0.0,0.011363636363636364,0.5131578947368421,2.526315789473684,mid,2223,low
ENG-Premier League,2122,Manchester City,Nathan Aké,NED,DF,26.0,14,10,923,10.3,2,0,2,0,0,0.2,0.2,5.0,2.0,0.49,0.2,0.4,9.0,2.0,0.0,1.0,7.0,9.0,579.0,1.3034928366541862,0.6172760128974915,1.3034928366541862,2.0,4.634195636957884,4.634195636957884,2.0,0.0,5.0,920.0,0.12710114333572778,0.12710114333572778,0.06018942704309234,0.1950162513542795,0.45187173058094204,0.45187173058094204,0.09750812567713975,0.1950162513542795,0.0,0.6825568797399783,0.8775731310942578,0.18729057037882013,0.26069856733083724,96,89,3420,67.9,704,0.020833333333333332,0.007102272727272727,0.2698830409356725,2.526315789473684,mid,2223,low
ENG-Premier League,2122,Manchester City,Oleksandr Zinchenko,UKR,DF,24.0,15,10,1047,11.6,0,4,0,0,0,0.34,0.0,12.0,4.0,1.03,0.34,0.0,11.0,2.0,1.0,31.0,15.0,13.0,2958.0,0.4874951988458633,2.3100200556218624,0.4874951988458633,16.0,12.096755243837832,9.83130233734846,0.0,4.0,12.0,1026.0,0.041905031419415185,0.041905031419415185,0.19856905922250967,1.3753581661891119,1.0398356943127076,0.8450976221216441,2.664756446991404,0.17191977077363899,0.08595988538681949,1.2893982808022924,1.1174785100286533,0.24047409064192485,0.04062459990382194,96,89,3420,67.9,704,0.0,0.017045454545454544,0.306140350877193,2.526315789473684,high,2223,mid
ENG-Premier League,2122,Manchester City,Phil Foden,ENG,FW,21.0,28,24,2128,23.6,9,5,9,0,0,0.59,0.38,57.0,22.0,2.41,0.93,0.16,14.0,23.0,13.0,134.0,12.0,9.0,6055.0,9.263244736939669,6.833732463419437,9.263244736939669,40.0,19.27444273978472,6.218504663556814,9.0,5.0,57.0,2141.0,0.3917725687615461,0.3917725687615461,0.28902063990025817,1.6917293233082706,0.8151784993330004,0.26300066716170734,5.667293233082707,0.9727443609022556,0.549812030075188,0.5075187969924811,0.3806390977443609,0.6807932086618043,0.16251306556034506,96,89,3420,67.9,704,0.09375,0.08096590909090909,0.6222222222222222,2.526315789473684,high,2223,high
ENG-Premier League,2122,Manchester City,Raheem Sterling,ENG,"FW,MF",26.0,30,23,2128,23.6,13,5,11,2,3,0.76,0.47,58.0,28.0,2.45,1.18,0.19,19.0,37.0,9.0,46.0,10.0,10.0,618.0,15.778131879866123,5.024925291538239,13.494622506201267,42.0,23.09551438316703,9.66558362543583,13.0,5.0,58.0,2119.0,0.6673082092048642,0.5707312150179107,0.212520336578215,1.776315789473684,0.9767839729722897,0.4087887811509514,1.9454887218045112,1.5648496240601504,0.3806390977443609,0.42293233082706766,0.42293233082706766,0.7832515515961257,0.2720367565494159,96,89,3420,67.9,704,0.13541666666666666,0.08238636363636363,0.6222222222222222,2.526315789473684,high,2223,high
ENG-Premier League,2122,Manchester City,Riyad Mahrez,ALG,FW,30.0,28,15,1498,16.6,11,5,7,4,5,0.96,0.42,61.0,23.0,3.66,1.38,0.11,10.0,15.0,3.0,95.0,5.0,5.0,750.0,10.123590916395187,3.9328212067484856,6.317741796374321,40.0,14.36690728366375,6.279024379327893,11.0,5.0,61.0,1468.0,0.6082264235484425,0.37957060191835035,0.23628431816245907,2.403204272363151,0.8631653241186498,0.3772444553668293,5.707610146862483,0.9012016021361815,0.1802403204272363,0.30040053404539385,0.30040053404539385,0.6158549200808094,0.1659605068261506,96,89,3420,67.9,704,0.11458333333333333,0.08664772727272728,0.43801169590643274,2.526315789473684,high,2223,high
