league,season,team,player,nation,pos,age,matches,starts,minutes,nineties,goals,assists,np_goals,pens_scored,pens_taken,GA_p90,np_goals_p90,shots,shots_on_target,shots_p90,shots_on_target_p90,goals_per_shot,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,understat_player_id,xG,xA,npxG,key_passes,xGChain,xGBuildup,_ust_goals,_ust_assists,_ust_shots,_ust_minutes,xG_p90,npxG_p90,xA_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,crosses_p90,fouls_drawn_p90,offsides_p90,interceptions_p90,tackles_won_p90,npxG_plus_xA_p90,xG_per_shot,team_goals,team_np_goals,team_minutes,team_possession,team_shots,share_team_goals,share_team_shots,minutes_pct,team_goals_p90,GA_p90_tertile,season_next,target_tertile_next
ESP-La Liga,2223,Rayo Vallecano,Pathé Ciss,SEN,MF,28.0,32,12,1282,14.2,1,0,1,0,0,0.07,0.07,20.0,5.0,1.4,0.35,0.05,38.0,13.0,1.0,3.0,22.0,30.0,9815.0,2.410393675789237,0.2669801600277424,2.410393675789237,6.0,3.2573467642068863,2.2824984714388847,1.0,0.0,20.0,1238.0,0.16921640469659233,0.16921640469659233,0.018742756944225284,0.421216848673947,0.22867488984291715,0.160237802207098,0.2106084243369735,0.9126365054602185,0.0702028081123245,1.544461778471139,2.106084243369735,0.1879591616408176,0.12051968378946185,41,37,3420,51.2,510,0.024390243902439025,0.0392156862745098,0.37485380116959066,1.0789473684210527,low,2324,low
ESP-La Liga,2223,Rayo Vallecano,Sergio Camello,ESP,FW,21.0,38,27,2401,26.7,6,5,6,0,0,0.41,0.22,76.0,19.0,2.85,0.71,0.08,12.0,18.0,11.0,5.0,2.0,9.0,7528.0,7.05746890977025,2.189080720767379,7.05746890977025,28.0,9.704236967489123,1.7313141617923975,6.0,5.0,76.0,2442.0,0.2645448570925958,0.2645448570925958,0.08205633688840654,1.0495626822157436,0.36375732073053774,0.06489724055031894,0.1874219075385256,0.6747188671386922,0.41232819658475633,0.07496876301541025,0.3373594335693461,0.3466011939810023,0.09286143302329276,41,37,3420,51.2,510,0.14634146341463414,0.14901960784313725,0.702046783625731,1.0789473684210527,high,2324,mid
ESP-La Liga,2223,Rayo Vallecano,Stole Dimitrievski,MKD,GK,28.0,37,37,3324,36.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,2619.0,0.0,0.0066380100324749,0.0,1.0,1.498534000478685,1.49189599044621,0.0,0.0,0.0,3325.0,0.0,0.0,0.00017972951351466338,0.027075812274368234,0.04057402528371891,0.040394295770204244,0.0,0.0812274368231047,0.0,0.027075812274368234,0.0,0.00017972951351466338,,41,37,3420,51.2,510,0.0,0.0,0.9719298245614035,1.0789473684210527,low,2324,low
ESP-La Liga,2223,Rayo Vallecano,Unai López,ESP,MF,26.0,34,12,1254,13.9,1,2,1,0,0,0.22,0.07,26.0,10.0,1.87,0.72,0.04,22.0,18.0,2.0,54.0,16.0,20.0,4091.0,1.1796559831127524,1.0152464844286442,1.1796559831127524,21.0,4.072189535945654,3.128623991273344,1.0,2.0,26.0,1218.0,0.08466430500809227,0.08466430500809227,0.07286458022215149,1.507177033492823,0.2922624068860517,0.22454239171818258,3.875598086124402,1.291866028708134,0.14354066985645933,1.1483253588516746,1.4354066985645932,0.15752888523024378,0.045371383965875096,41,37,3420,51.2,510,0.024390243902439025,0.050980392156862744,0.36666666666666664,1.0789473684210527,mid,2324,mid
ESP-La Liga,2223,Rayo Vallecano,Álvaro García,ESP,MF,29.0,35,34,2870,31.9,5,5,5,0,0,0.31,0.16,52.0,21.0,1.63,0.66,0.1,36.0,33.0,12.0,159.0,34.0,29.0,7071.0,3.518818292766809,5.357935098931193,3.518818292766809,48.0,10.664880255237222,4.134054873138666,5.0,5.0,51.0,2923.0,0.11034621824007415,0.11034621824007415,0.16801887069819074,1.505226480836237,0.33443875364855397,0.12963935142246688,4.986062717770035,1.0348432055749128,0.37630662020905925,1.0662020905923344,0.9094076655052264,0.2783650889382649,0.06766958255320786,41,37,3420,51.2,510,0.12195121951219512,0.10196078431372549,0.8391812865497076,1.0789473684210527,high,2324,high
ESP-La Liga,2223,Rayo Vallecano,Óscar Trejo,ARG,"MF,FW",34.0,34,28,2145,23.8,3,4,2,1,2,0.29,0.08,24.0,8.0,1.01,0.34,0.08,77.0,65.0,5.0,33.0,10.0,33.0,3208.0,3.2997434101998806,2.890318663790822,1.8131883330643177,43.0,8.164497144520283,4.544045289978385,3.0,4.0,24.0,2212.0,0.13845077245593906,0.0760778321565448,0.12127211176744708,1.8041958041958044,0.3425663137560958,0.19065924293615602,1.3846153846153846,2.7272727272727275,0.2097902097902098,0.4195804195804196,1.3846153846153846,0.19734994392399188,0.13748930875832835,41,37,3420,51.2,510,0.07317073170731707,0.047058823529411764,0.6271929824561403,1.0789473684210527,high,2324,low
ESP-La Liga,2223,Rayo Vallecano,Óscar Valentín,ESP,MF,27.0,34,29,2555,28.4,0,0,0,0,0,0.0,0.0,13.0,1.0,0.46,0.04,0.0,75.0,50.0,1.0,4.0,46.0,56.0,9811.0,0.3034171825274825,0.7375471564009786,0.3034171825274825,19.0,5.178929050453007,4.546009203419089,0.0,0.0,12.0,2569.0,0.010687885098815431,0.010687885098815431,0.02598013466774484,0.6692759295499021,0.18242802917446993,0.1601333965979327,0.14090019569471623,1.761252446183953,0.03522504892367906,1.6203522504892367,1.9726027397260273,0.03666801976656027,0.023339783271344807,41,37,3420,51.2,510,0.0,0.025490196078431372,0.7470760233918129,1.0789473684210527,low,2324,low
ESP-La Liga,2223,Real Betis,Aitor Ruibal,ESP,"DF,MF",26.0,26,15,1454,16.2,0,0,0,0,0,0.0,0.0,13.0,6.0,0.8,0.37,0.0,20.0,17.0,2.0,31.0,24.0,30.0,6427.0,0.5571739580482244,2.346844137646258,0.5571739580482244,16.0,5.178425929509103,2.8682103296741843,0.0,0.0,14.0,1448.0,0.034488071681114306,0.034488071681114306,0.1452654555626982,0.9903713892709767,0.3205353051277987,0.17753709055754924,1.9188445667125174,1.0522696011004127,0.12379642365887208,1.485557083906465,1.8569463548830811,0.17975352724381252,0.0428595352344788,43,35,3420,50.6,411,0.0,0.031630170316301706,0.4251461988304094,1.131578947368421,low,2324,high
ESP-La Liga,2223,Real Betis,Ayoze Pérez,ESP,"MF,FW",29.0,19,17,1386,15.4,3,1,3,0,0,0.26,0.19,34.0,14.0,2.21,0.91,0.09,31.0,29.0,2.0,7.0,14.0,18.0,770.0,4.819808043539524,2.088960354216397,4.819808043539524,13.0,8.787146365270019,3.4517416898161173,3.0,1.0,33.0,1413.0,0.3129745482817873,0.3129745482817873,0.13564677624781799,0.8441558441558441,0.5705939198227284,0.22413907076728035,0.45454545454545453,1.883116883116883,0.12987012987012986,0.9090909090909091,1.1688311688311688,0.44862132452960524,0.14175906010410366,43,35,3420,50.6,411,0.06976744186046512,0.0827250608272506,0.4052631578947368,1.131578947368421,high,2324,high
ESP-La Liga,2223,Real Betis,Germán Pezzella,ARG,DF,31.0,31,29,2511,27.9,0,0,0,0,0,0.0,0.0,9.0,0.0,0.32,0.0,0.0,27.0,17.0,1.0,2.0,46.0,28.0,2143.0,0.8582883179187775,0.2160987611860036,0.8582883179187775,4.0,4.784965822473168,4.650303253903985,0.0,0.0,10.0,2527.0,0.030763022147626433,0.030763022147626433,0.0077454753113262945,0.14336917562724016,0.17150415134312433,0.16667753598222168,0.07168458781362008,0.6093189964157706,0.03584229390681004,1.6487455197132617,1.0035842293906811,0.038508497458952726,0.09536536865764195,43,35,3420,50.6,411,0.0,0.021897810218978103,0.7342105263157894,1.131578947368421,low,2324,low
ESP-La Liga,2223,Real Betis,Guido Rodríguez,ARG,MF,28.0,34,33,2872,31.9,1,0,1,0,0,0.03,0.03,21.0,5.0,0.66,0.16,0.05,45.0,62.0,1.0,9.0,39.0,72.0,8267.0,1.4510285509750247,0.4035670598968863,1.4510285509750247,11.0,7.314742582850158,6.796053310856223,1.0,0.0,22.0,2884.0,0.04547095041356275,0.04547095041356275,0.012646600066406603,0.3447075208913649,0.2292224346993434,0.21296824442098192,0.282033426183844,1.9428969359331476,0.031337047353760444,1.2221448467966574,2.256267409470752,0.05811755047996935,0.06909659766547736,43,35,3420,50.6,411,0.023255813953488372,0.051094890510948905,0.839766081871345,1.131578947368421,low,2324,mid
ESP-La Liga,2223,Real Betis,Juan Miranda,ESP,DF,22.0,21,16,1472,16.4,3,2,3,0,0,0.31,0.18,21.0,8.0,1.28,0.49,0.14,15.0,20.0,1.0,73.0,20.0,17.0,7286.0,2.5308494847267866,2.913688050583005,2.5308494847267866,20.0,6.685486979782581,3.006819574162364,3.0,2.0,21.0,1472.0,0.1547394386042193,0.1547394386042193,0.17814668787531962,1.2228260869565217,0.40875939414431545,0.18384087070286195,4.463315217391305,1.2228260869565217,0.061141304347826095,1.2228260869565217,1.0394021739130435,0.3328861264795389,0.12051664212984699,43,35,3420,50.6,411,0.06976744186046512,0.051094890510948905,0.4304093567251462,1.131578947368421,high,2324,mid
ESP-La Liga,2223,Real Betis,Nabil Fekir,FRA,MF,29.0,15,12,961,10.7,2,2,1,1,1,0.37,0.09,24.0,8.0,2.25,0.75,0.04,20.0,36.0,7.0,46.0,1.0,5.0,3667.0,2.491073722019792,2.637178413569927,1.7477963026612997,23.0,4.751465296372771,1.970035683363676,2.0,2.0,25.0,963.0,0.23329514566262363,0.16368539775183868,0.2469782073062367,2.154006243496358,0.4449863440931836,0.18449865921199882,4.308012486992716,3.3714880332986477,0.6555671175858481,0.09365244536940687,0.4682622268470344,0.4106636050580754,0.10379473841749133,43,35,3420,50.6,411,0.046511627906976744,0.058394160583941604,0.28099415204678363,1.131578947368421,high,2324,high
ESP-La Liga,2223,Real Betis,Rui Silva,POR,GK,28.0,26,26,2340,26.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,2.0,5109.0,0.0,0.0,0.0,0.0,2.800393719226122,2.800393719226122,0.0,0.0,0.0,2340.0,0.0,0.0,0.0,0.0,0.10770745073946622,0.10770745073946622,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,,43,35,3420,50.6,411,0.0,0.0,0.6842105263157895,1.131578947368421,low,2324,low
ESP-La Liga,2223,Real Betis,Youssouf Sabaly,SEN,DF,29.0,23,19,1680,18.7,1,1,1,0,0,0.11,0.05,11.0,2.0,0.59,0.11,0.09,20.0,32.0,2.0,17.0,16.0,22.0,3399.0,0.4553237939253449,1.023790329694748,0.4553237939253449,13.0,4.961864214390516,3.898220447823405,1.0,1.0,12.0,1686.0,0.024392346103143475,0.024392346103143475,0.05484591051936149,0.6964285714285714,0.26581415434234906,0.20883323827625383,0.9107142857142857,1.7142857142857142,0.10714285714285714,0.8571428571428571,1.1785714285714286,0.07923825662250497,0.041393072175031353,43,35,3420,50.6,411,0.023255813953488372,0.0267639902676399,0.49122807017543857,1.131578947368421,mid,2324,mid
ESP-La Liga,2223,Real Betis,Álex Moreno,ESP,DF,29.0,15,15,1350,15.0,0,3,0,0,0,0.2,0.0,12.0,3.0,0.8,0.2,0.0,17.0,17.0,1.0,26.0,17.0,21.0,4120.0,1.5393667835742235,1.72757675871253,1.5393667835742235,9.0,5.49163225106895,2.7245662976056337,0.0,3.0,13.0,1350.0,0.10262445223828157,0.10262445223828157,0.11517178391416866,0.6,0.36610881673793,0.18163775317370892,1.7333333333333334,1.1333333333333333,0.06666666666666667,1.1333333333333333,1.4,0.21779623615245022,0.12828056529785195,43,35,3420,50.6,411,0.0,0.029197080291970802,0.39473684210526316,1.131578947368421,mid,2324,mid
ESP-La Liga,2223,Real Betis,Édgar González,ESP,DF,25.0,25,18,1772,19.7,0,0,0,0,0,0.0,0.0,9.0,3.0,0.46,0.15,0.0,23.0,12.0,1.0,0.0,20.0,17.0,8142.0,1.3315103203058245,1.0717839896678925,1.3315103203058245,2.0,5.15752468071878,4.70663938485086,0.0,0.0,9.0,1768.0,0.06762749933833194,0.06762749933833194,0.05443598141654081,0.10158013544018057,0.26195102780174384,0.23905053309061927,0.0,0.6094808126410834,0.05079006772009029,1.0158013544018059,0.8634311512415349,0.12206348075487275,0.14794559114509162,43,35,3420,50.6,411,0.0,0.021897810218978103,0.5181286549707602,1.131578947368421,low,2324,low
ESP-La Liga,2223,Real Madrid,Antonio Rüdiger,GER,DF,29.0,33,26,2415,26.8,1,0,1,0,0,0.04,0.04,22.0,4.0,0.82,0.15,0.05,12.0,7.0,2.0,5.0,19.0,18.0,1822.0,1.6836376637220385,0.1438728049397468,1.6836376637220385,2.0,12.490491887554526,12.203336661681533,1.0,0.0,22.0,2403.0,0.06274426075982753,0.06274426075982753,0.0053617194387483285,0.07453416149068323,0.46548416972252893,0.4547827327334733,0.1863354037267081,0.2608695652173913,0.07453416149068323,0.7080745341614907,0.6708074534161491,0.06810598019857586,0.0765289847146381,73,64,3420,60.9,634,0.0136986301369863,0.03470031545741325,0.706140350877193,1.9210526315789473,low,2324,low
ESP-La Liga,2223,Real Madrid,Aurélien Tchouaméni,FRA,MF,22.0,33,24,2119,23.5,0,4,0,0,0,0.17,0.0,38.0,6.0,1.61,0.25,0.0,35.0,35.0,0.0,13.0,50.0,38.0,6560.0,1.8135417830199003,2.2470023315399885,1.8135417830199003,22.0,16.806700598448515,15.325574142858386,0.0,4.0,38.0,2119.0,0.07702631452184569,0.07702631452184569,0.09543662569070267,0.9344030202925908,0.7138287181974358,0.6509210348547686,0.5521472392638037,1.4865502595563946,0.0,2.1236432279377064,1.6139688532326568,0.17246294021254838,0.04772478376368159,73,64,3420,60.9,634,0.0,0.05993690851735016,0.6195906432748538,1.9210526315789473,mid,2324,mid
ESP-La Liga,2223,Real Madrid,David Alaba,AUT,DF,30.0,23,21,1838,20.4,1,3,1,0,0,0.2,0.05,14.0,3.0,0.69,0.15,0.07,9.0,3.0,0.0,27.0,13.0,11.0,391.0,1.0671612191945314,0.8824038803577423,1.0671612191945314,16.0,9.920192981138824,9.280090298503636,1.0,3.0,14.0,1843.0,0.05225490191920992,0.05225490191920992,0.04320802460946508,0.7834602829162133,0.4857548249741535,0.45441138567210404,1.32208922742111,0.14689880304679,0.0,0.6365614798694234,0.5386289445048966,0.095462926528675,0.07622580137103796,73,64,3420,60.9,634,0.0136986301369863,0.022082018927444796,0.5374269005847954,1.9210526315789473,mid,2324,mid
ESP-La Liga,2223,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",19.0,37,21,2010,22.3,0,1,0,0,0,0.04,0.0,18.0,3.0,0.81,0.13,0.0,39.0,69.0,3.0,6.0,19.0,49.0,7359.0,0.6828225199133158,1.7947969678789375,0.6828225199133158,24.0,16.90995531156659,15.676676645874975,0.0,1.0,18.0,1991.0,0.03057414268268578,0.03057414268268578,0.08036404333786287,1.0746268656716418,0.7571621781298474,0.7019407453376855,0.26865671641791045,3.0895522388059704,0.13432835820895522,0.8507462686567164,2.194029850746269,0.11093818602054865,0.03793458443962865,73,64,3420,60.9,634,0.0,0.028391167192429023,0.5877192982456141,1.9210526315789473,low,2324,mid
ESP-La Liga,2223,Real Madrid,Federico Valverde,URU,"MF,FW",24.0,34,29,2502,27.8,7,4,7,0,0,0.4,0.25,63.0,21.0,2.27,0.76,0.11,11.0,15.0,5.0,28.0,16.0,20.0,6241.0,4.023555099964142,6.36190115660429,4.023555099964142,43.0,20.64074229262769,13.516591982915998,7.0,4.0,63.0,2504.0,0.14473219784043675,0.14473219784043675,0.22884536534547806,1.5467625899280575,0.7424727443391255,0.48620834470920854,1.0071942446043165,0.539568345323741,0.17985611510791366,0.5755395683453237,0.7194244604316546,0.37357756318591484,0.0638659539676848,73,64,3420,60.9,634,0.0958904109589041,0.09936908517350158,0.7315789473684211,1.9210526315789473,high,2324,high
ESP-La Liga,2223,Real Madrid,Ferland Mendy,FRA,DF,27.0,18,17,1351,15.0,0,1,0,0,0,0.07,0.0,1.0,0.0,0.07,0.0,0.0,4.0,18.0,0.0,7.0,13.0,11.0,6233.0,0.1458809971809387,0.5697666946798563,0.1458809971809387,13.0,5.359840624034405,4.935586698353291,0.0,1.0,1.0,1382.0,0.0097182011445481,0.0097182011445481,0.03795633051161145,0.8660251665433013,0.35705822069807286,0.32879556095617773,0.46632124352331605,1.1991117690599555,0.0,0.8660251665433013,0.7327905255366395,0.04767453165615955,0.1458809971809387,73,64,3420,60.9,634,0.0,0.0015772870662460567,0.3950292397660819,1.9210526315789473,low,2324,low
ESP-La Liga,2223,Real Madrid,Lucas Vázquez,ESP,DF,31.0,23,12,1144,12.7,4,1,4,0,0,0.39,0.31,14.0,7.0,1.1,0.55,0.29,23.0,16.0,3.0,42.0,6.0,23.0,2253.0,1.8904301412403584,1.577684948220849,1.8904301412403584,23.0,9.31353317759931,6.785189708694816,4.0,1.0,14.0,1136.0,0.14872265097170653,0.14872265097170653,0.12411857110129058,1.8094405594405596,0.7327080297062395,0.5337998896700468,3.3041958041958046,1.2587412587412588,0.23601398601398602,0.47202797202797203,1.8094405594405596,0.2728412220729971,0.13503072437431132,73,64,3420,60.9,634,0.0547945205479452,0.022082018927444796,0.3345029239766082,1.9210526315789473,high,2324,high
ESP-La Liga,2223,Real Madrid,Luka Modrić,CRO,MF,36.0,33,19,1744,19.4,4,3,3,1,1,0.36,0.15,30.0,6.0,1.55,0.31,0.1,21.0,16.0,3.0,62.0,12.0,12.0,2250.0,3.426376735791564,5.127760328352451,2.683098709210753,42.0,15.952041245996952,11.54232443124056,4.0,3.0,30.0,1756.0,0.17681990035621603,0.13846266274596777,0.2646206591466288,2.1674311926605507,0.8232131376947969,0.5956474763828271,3.19954128440367,0.8256880733944955,0.1548165137614679,0.6192660550458716,0.6192660550458716,0.40308332189259655,0.1142125578597188,73,64,3420,60.9,634,0.0547945205479452,0.0473186119873817,0.5099415204678363,1.9210526315789473,high,2324,high
ESP-La Liga,2223,Real Madrid,Nacho,ESP,DF,32.0,27,18,1637,18.2,1,1,1,0,0,0.11,0.05,9.0,4.0,0.49,0.22,0.11,17.0,14.0,3.0,13.0,19.0,16.0,2247.0,0.7169018145650625,0.8847187478095293,0.7169018145650625,12.0,8.059497049078345,6.968906365334988,1.0,1.0,9.0,1620.0,0.03941427202862286,0.03941427202862286,0.04864061533467174,0.6597434331093464,0.4431000210244661,0.3831408508736401,0.7147220525351252,0.7697006719609041,0.1649358582773366,1.0445937690897984,0.8796579108124618,0.0880548873632946,0.07965575717389584,73,64,3420,60.9,634,0.0136986301369863,0.014195583596214511,0.47865497076023394,1.9210526315789473,mid,2324,low
ESP-La Liga,2223,Real Madrid,Rodrygo,BRA,FW,21.0,34,25,2379,26.4,9,8,8,1,1,0.64,0.3,98.0,32.0,3.71,1.21,0.08,18.0,49.0,10.0,22.0,7.0,10.0,8015.0,14.77451155334711,7.274762897752225,14.0312335267663,47.0,27.13535382971168,10.772944938391449,9.0,8.0,98.0,2385.0,0.5589348633044304,0.5308158963467705,0.2752117111381674,1.7780580075662042,1.0265581524481089,0.4075515109101431,0.832282471626734,1.853720050441362,0.37831021437578816,0.2648171500630517,0.37831021437578816,0.806027607484938,0.1507603219729297,73,64,3420,60.9,634,0.1232876712328767,0.15457413249211358,0.6956140350877194,1.9210526315789473,high,2324,high
ESP-La Liga,2223,Real Madrid,Toni Kroos,GER,MF,32.0,30,25,2155,23.9,2,4,2,0,0,0.25,0.08,31.0,11.0,1.29,0.46,0.06,28.0,36.0,0.0,122.0,24.0,33.0,2369.0,1.200868676416576,4.9393202075734735,1.200868676416576,54.0,18.488424599170685,16.898543439805508,2.0,4.0,31.0,2181.0,0.05015228811020503,0.05015228811020503,0.20628251446942583,2.255220417633411,0.7721383823319544,0.7057396332169354,5.095127610208817,1.5034802784222738,0.0,1.0023201856148491,1.3781902552204177,0.25643480257963086,0.03873769923924438,73,64,3420,60.9,634,0.0273972602739726,0.04889589905362776,0.6301169590643275,1.9210526315789473,high,2324,high
ESP-La Liga,2223,Real Madrid,Vinicius Júnior,BRA,FW,22.0,33,32,2823,31.4,10,9,10,0,0,0.61,0.32,77.0,36.0,2.45,1.15,0.13,47.0,122.0,23.0,67.0,6.0,23.0,7008.0,10.869105548597872,9.859566218219696,10.869105548597872,64.0,25.33413933031261,9.522749237716198,10.0,9.0,77.0,2847.0,0.34651771143245075,0.34651771143245075,0.3143326105702347,2.0403825717322,0.8076771306157049,0.30359455593144097,2.136025504782147,3.8894792773645057,0.7332624867162593,0.19128586609989373,0.7332624867162593,0.6608503220026855,0.14115721491685548,73,64,3420,60.9,634,0.136986301369863,0.12145110410094637,0.8254385964912281,1.9210526315789473,high,2324,high
ESP-La Liga,2223,Real Sociedad,Aihen Muñoz,ESP,DF,24.0,23,20,1756,19.5,0,1,0,0,0,0.05,0.0,6.0,2.0,0.31,0.1,0.0,29.0,16.0,0.0,54.0,9.0,24.0,7306.0,0.1447881907224655,1.1765716671943665,0.1447881907224655,14.0,7.384047195315361,6.984810799360275,0.0,1.0,5.0,1756.0,0.007420807041584221,0.007420807041584221,0.06030264809082743,0.7175398633257403,0.37845344395124286,0.3579914418806519,2.767653758542141,0.8200455580865603,0.0,0.4612756264236902,1.2300683371298404,0.06772345513241165,0.024131365120410916,47,45,3420,54.6,465,0.0,0.012903225806451613,0.5134502923976608,1.236842105263158,low,2324,mid
ESP-La Liga,2223,Real Sociedad,Alexander Sørloth,NOR,FW,26.0,34,28,2386,26.5,12,3,12,0,0,0.57,0.45,63.0,28.0,2.38,1.06,0.19,32.0,16.0,17.0,9.0,2.0,9.0,6531.0,15.474885508418083,4.683027924969792,15.474885508418083,31.0,21.82136031612754,4.321957105770707,12.0,3.0,63.0,2411.0,0.5837132002337081,0.5837132002337081,0.17664397034672308,1.1693210393964795,0.8231024427709465,0.16302436694021946,0.3394803017602682,0.603520536462699,0.6412405699916177,0.07544006705783737,0.3394803017602682,0.7603571705804312,0.24563310330822355,47,45,3420,54.6,465,0.2553191489361702,0.13548387096774195,0.6976608187134503,1.236842105263158,high,2324,high
ESP-La Liga,2223,Real Sociedad,Andoni Gorosabel,ESP,DF,25.0,27,19,1708,19.0,0,0,0,0,0,0.0,0.0,14.0,1.0,0.74,0.05,0.0,25.0,17.0,0.0,41.0,17.0,27.0,6325.0,0.4998189294710755,1.4960256349295378,0.4998189294710755,13.0,7.282115217298269,6.5624149944633245,0.0,0.0,14.0,1722.0,0.02633706302833536,0.02633706302833536,0.07883039059933161,0.6850117096018735,0.38371801496302355,0.34579470111340704,2.160421545667447,0.8957845433255269,0.0,0.8957845433255269,1.4227166276346603,0.10516745362766697,0.03570135210507682,47,45,3420,54.6,465,0.0,0.030107526881720432,0.4994152046783626,1.236842105263158,low,2324,low
ESP-La Liga,2223,Real Sociedad,Brais Méndez,ESP,MF,25.0,34,28,2407,26.7,8,4,8,0,0,0.45,0.3,60.0,22.0,2.24,0.82,0.13,60.0,54.0,2.0,127.0,14.0,34.0,6227.0,5.7975368313491344,3.794712699949741,5.7975368313491344,48.0,12.904487824067472,6.832457087934017,8.0,4.0,60.0,2439.0,0.21677536968069053,0.21677536968069053,0.14188788657892676,1.7947652679684254,0.4825109697407862,0.25547201408976383,4.748649771499792,2.019110926464479,0.07478188616535106,0.5234732031574574,1.271292064810968,0.35866325625961726,0.0966256138558189,47,45,3420,54.6,465,0.1702127659574468,0.12903225806451613,0.7038011695906433,1.236842105263158,high,2324,high
ESP-La Liga,2223,Real Sociedad,Diego Rico,ESP,DF,29.0,20,18,1646,18.3,0,0,0,0,0,0.0,0.0,9.0,3.0,0.49,0.16,0.0,27.0,26.0,2.0,56.0,19.0,21.0,5065.0,0.1770382300019264,1.5705405864864588,0.1770382300019264,10.0,5.12915344722569,4.6733418349176645,0.0,0.0,9.0,1651.0,0.009680097630725016,0.009680097630725016,0.08587402963777721,0.5467800729040098,0.28045188958099154,0.25552901892016394,3.0619684082624548,1.4216281895504252,0.10935601458080195,1.0388821385176186,1.1482381530984205,0.09555412726850222,0.019670914444658488,47,45,3420,54.6,465,0.0,0.01935483870967742,0.4812865497076023,1.236842105263158,low,2324,high
ESP-La Liga,2223,Real Sociedad,Igor Zubeldia,ESP,DF,25.0,31,29,2542,28.2,1,1,1,0,0,0.07,0.04,6.0,1.0,0.21,0.04,0.17,44.0,10.0,1.0,3.0,20.0,18.0,2417.0,0.8803982120007277,0.3120795488357544,0.8803982120007277,3.0,6.171228911727667,5.8835909608751535,1.0,1.0,6.0,2549.0,0.03117066840285818,0.03117066840285818,0.011049236583484617,0.10621557828481511,0.21849354919570813,0.2083096721002218,0.10621557828481511,0.35405192761605037,0.03540519276160504,0.7081038552321007,0.6372934697088907,0.042219904986342795,0.1467330353334546,47,45,3420,54.6,465,0.02127659574468085,0.012903225806451613,0.7432748538011696,1.236842105263158,low,2324,low
ESP-La Liga,2223,Real Sociedad,Martín Zubimendi,ESP,MF,23.0,36,35,3101,34.5,1,3,1,0,0,0.12,0.03,13.0,2.0,0.38,0.06,0.08,50.0,31.0,1.0,4.0,39.0,32.0,7526.0,2.1527466010302305,2.5357956681400537,2.1527466010302305,20.0,12.739665783941746,10.548374282196164,1.0,3.0,13.0,3111.0,0.06247894037172549,0.06247894037172549,0.07359613354808282,0.5804579168010319,0.3697419930844105,0.3061443680740583,0.11609158336020639,0.8997097710415994,0.029022895840051598,1.1318929377620122,0.9287326668816511,0.1360750739198083,0.1655958923869408,47,45,3420,54.6,465,0.02127659574468085,0.02795698924731183,0.9067251461988304,1.236842105263158,mid,2324,mid
ESP-La Liga,2223,Real Sociedad,Mikel Merino,ESP,MF,26.0,33,28,2494,27.7,2,9,2,0,1,0.4,0.07,42.0,17.0,1.52,0.61,0.05,74.0,47.0,4.0,25.0,20.0,49.0,5304.0,4.802772412076592,7.289825182408094,4.059494385495782,44.0,17.641651447862387,10.858597200363874,2.0,9.0,42.0,2508.0,0.1733157646699652,0.14649338199463527,0.2630650627172127,1.5878107457898958,0.6366273577817221,0.39184993906685994,0.9021651964715316,1.6960705693664795,0.14434643143544507,0.7217321571772253,1.768243785084202,0.409558444711848,0.11435172409706171,47,45,3420,54.6,465,0.0425531914893617,0.09032258064516129,0.7292397660818714,1.236842105263158,high,2324,high
ESP-La Liga,2223,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",25.0,23,14,1214,13.5,4,1,2,2,3,0.37,0.15,19.0,11.0,1.41,0.82,0.11,15.0,16.0,12.0,28.0,3.0,8.0,2234.0,5.102983638644218,2.5520786121487617,2.8731560558080678,14.0,6.747103767469525,2.270870100706816,4.0,1.0,19.0,1234.0,0.3783101544299667,0.2130016845327233,0.1891985791543563,1.0378912685337727,0.5001971491534244,0.16835116067842953,2.0757825370675453,1.186161449752883,0.8896210873146623,0.22240527182866557,0.5930807248764415,0.4022002636870796,0.2685780862444325,47,45,3420,54.6,465,0.0851063829787234,0.04086021505376344,0.3549707602339181,1.236842105263158,high,2324,high
ESP-La Liga,2223,Real Sociedad,Robin Le Normand,ESP,DF,25.0,33,31,2796,31.1,0,0,0,0,0,0.0,0.0,11.0,2.0,0.35,0.06,0.0,45.0,30.0,2.0,1.0,32.0,24.0,7276.0,0.4319506259635091,0.1614508032798767,0.4319506259635091,3.0,5.503807855769992,5.485644852742553,0.0,0.0,10.0,2794.0,0.013903990106121537,0.013903990106121537,0.005196914268665559,0.09656652360515021,0.17716119707414138,0.17657655105394482,0.032188841201716736,0.9656652360515021,0.06437768240343347,1.0300429184549356,0.7725321888412017,0.019100904374787096,0.03926823872395537,47,45,3420,54.6,465,0.0,0.023655913978494623,0.8175438596491228,1.236842105263158,low,2324,low
