player_id,player_name,age,position,minutes,appearances,starts,subs,goals,assists,g_plus_a_90,shots_90,shots_on_target_90,pens_taken,pens_scored,club_position,season,goals_next,assists_next,next_season_g_plus_a,player_id,g_plus_a_per_90,current_g_plus_a
217,Anthony Gordon,23,LW,2891,35,34,1,11,10,,2.52,0.97,1,1,7,2023,6,5,11,84,0.65,21
218,Diogo Jota,27,LW,1146,21,14,7,10,3,,3.22,1.57,0,0,3,2023,6,3,9,85,1.02,13
219,Luis Diaz,27,LW,2629,37,32,5,8,5,,3.22,1.1,0,0,3,2023,13,7,20,86,0.45,13
220,Cody Gakpo,25,LW,1650,35,17,18,8,5,,3.6,1.31,0,0,3,2023,10,4,14,87,0.71,13
221,Callum Hudson-Odoi,23,LW,1854,29,20,9,8,1,,1.84,0.97,0,0,17,2023,5,2,7,88,0.44,9
222,Alejandro Garnacho,19,LW,2565,36,30,6,7,4,,3.51,0.98,0,0,8,2023,6,2,8,89,0.39,11
223,Gabriel Martinelli,22,LW,2019,35,34,1,6,4,,2.59,0.98,0,0,2,2023,8,4,12,91,0.45,10
224,Simon Adingra,22,LW,2222,31,25,6,6,1,,2.11,0.89,0,0,11,2023,2,2,4,92,0.28,7
225,Alex Iwobi,28,LW,2332,32,27,5,5,2,,2.33,1.02,0,0,13,2023,9,6,15,93,0.29,7
226,Jeremy Doku,21,LW,1595,29,18,11,3,8,,3.16,1.07,0,0,1,2023,3,6,9,95,0.62,11
227,Dwight McNeil,24,LW,2892,35,33,2,3,6,,1.77,0.47,0,0,15,2023,4,6,10,96,0.28,9
228,Kaoru Mitoma,26,LW,1486,19,15,4,3,4,,2.06,0.91,0,0,11,2023,10,4,14,97,0.42,7
229,Jack Harrison,27,LW,2214,29,25,4,3,3,,1.38,0.37,0,0,15,2023,1,1,2,98,0.24,6
230,Mohamed Salah,31,RW,2534,32,28,4,18,10,,4.05,1.99,7,5,3,2023,29,18,47,100,0.99,28
231,Bukayo Saka,22,RW,2919,35,35,0,16,9,,3.3,1.14,6,6,2,2023,6,10,16,101,0.77,25
232,Jarrod Bowen,27,RW,3019,34,34,0,16,6,,2.53,1.1,0,0,9,2023,13,8,21,102,0.66,22
233,Leon Bailey,26,RW,2068,35,22,13,10,9,,2.31,0.78,0,0,4,2023,1,2,3,103,0.83,19
234,Bryan Mbeumo,24,RW,1960,25,22,3,9,6,,2.43,0.92,3,3,16,2023,20,7,27,105,0.69,15
235,Mohammed Kudus,23,RW,2485,33,27,6,8,6,,2.43,0.62,0,0,9,2023,5,3,8,106,0.51,14
236,Antoine Semenyo,24,RW,2106,33,25,8,8,2,,2.99,1.33,0,0,12,2023,11,5,16,108,0.43,10
237,Brennan Johnson,22,RW,2322,35,26,9,5,10,,1.65,0.46,0,0,5,2023,11,3,14,109,0.65,15
238,Anthony Elanga,22,RW,2434,36,25,11,5,9,,2,0.85,0,0,17,2023,6,11,17,110,0.52,14
239,Noni Madueke,22,RW,1053,23,13,10,5,2,,2.74,1.11,1,1,6,2023,7,3,10,111,0.6,7
240,Harry Wilson,27,RW,1619,35,16,19,4,6,,2.22,0.72,0,0,13,2023,6,1,7,112,0.56,10
241,Jacob Murphy,29,RW,1189,21,14,7,3,7,,2.27,0.76,0,0,7,2023,8,12,20,113,0.76,10
242,Pedro Neto,24,RW,1516,20,18,2,2,9,,2.14,0.71,0,0,14,2023,4,6,10,115,0.65,11
243,Dango Ouattara,22,RW,1229,30,12,18,1,2,,2.2,0.51,0,0,12,2023,7,4,11,117,0.22,3
