understat_player_id,player,team,league,season,cluster_gmm,gmm_proba_c0,gmm_proba_c1,gmm_proba_c2,gmm_proba_c3,gmm_proba_c4
504.0,Aaron Ramsey,Arsenal,ENG-Premier League,1718,0,0.9923121306656032,0.0038980513405111237,1.573626953934739e-87,0.003789817993779776,1.0546703434316127e-13
1750.0,Ainsley Maitland-Niles,Arsenal,ENG-Premier League,1718,2,0.002438525829384461,2.400968104628153e-08,0.9975614501415894,1.9345119105841908e-11,4.2304316374255284e-73
500.0,Alex Iwobi,Arsenal,ENG-Premier League,1718,0,0.999776919686697,3.7515370522951426e-08,2.7259649454824566e-36,0.00022304278359526366,1.4336876769368171e-11
3277.0,Alexandre Lacazette,Arsenal,ENG-Premier League,1718,4,0.0,3.54455571384714e-05,0.0,0.00032000616810452554,0.9996445482747571
498.0,Alexis Sánchez,Arsenal,ENG-Premier League,1718,1,0.0,0.9985554203952853,0.0,0.0014445796047152283,2.668957608684698e-17
501.0,Danny Welbeck,Arsenal,ENG-Premier League,1718,0,0.8955858382642353,0.0019992498428534782,3.298239633262448e-193,0.06729147766244592,0.035123434230464774
204.0,Granit Xhaka,Arsenal,ENG-Premier League,1718,0,0.9999974218113223,6.195388979090274e-07,8.49370126479016e-11,1.958564842702115e-06,2.0018213025416882e-34
492.0,Héctor Bellerín,Arsenal,ENG-Premier League,1718,0,0.9733467175813,9.041090711876801e-07,0.026611418212280965,4.0960097347869126e-05,1.1154837949378555e-29
1036.0,Jack Wilshere,Arsenal,ENG-Premier League,1718,0,0.9999261934958814,1.1450499287902236e-08,9.414462237841554e-12,7.379504420447223e-05,1.0120207790751281e-23
494.0,Laurent Koscielny,Arsenal,ENG-Premier League,1718,2,3.1004003022812356e-17,6.375052350681123e-07,0.999999362494765,2.2441749566454283e-33,8.993162563460465e-65
499.0,Mesut Özil,Arsenal,ENG-Premier League,1718,0,0.9874475114222383,5.032145050464676e-05,5.1603416094287405e-39,0.012502167127256596,3.0030737591164727e-32
495.0,Nacho Monreal,Arsenal,ENG-Premier League,1718,0,0.8705248245776922,0.00013799188984740639,0.1293362670427949,9.164896649217959e-07,7.340655972756125e-64
318.0,Pierre-Emerick Aubameyang,Arsenal,ENG-Premier League,1718,4,0.0,0.0018149379668057678,0.0,6.976582685345658e-10,0.9981850613355363
342.0,Sead Kolašinac,Arsenal,ENG-Premier League,1718,0,0.9999124559644199,5.586514151855732e-06,4.299495564224074e-05,3.896256578589712e-05,2.545469314518782e-25
1699.0,Shkodran Mustafi,Arsenal,ENG-Premier League,1718,2,0.10600417265100501,1.5879070970617643e-05,0.8939799375521036,1.0725920913166862e-08,2.1453370029430168e-83
825.0,Adam Smith,Bournemouth,ENG-Premier League,1718,2,0.0002447625484363458,9.98225505334045e-10,0.999755236452251,1.0869688400359404e-12,4.196618872846418e-70
460.0,Andrew Surman,Bournemouth,ENG-Premier League,1718,2,0.024657831520017565,5.490882122792099e-08,0.9753420916801256,2.1891035611570882e-08,1.3766686066946533e-35
468.0,Callum Wilson,Bournemouth,ENG-Premier League,1718,4,0.29403556668924946,5.698020908891283e-07,4.144223337648013e-89,0.00020119331467588668,0.7057626701939838
459.0,Charlie Daniels,Bournemouth,ENG-Premier League,1718,2,0.002712762827785043,1.9016235727616517e-08,0.997287218153978,2.0012288668563492e-12,4.410134864406186e-72
462.0,Dan Gosling,Bournemouth,ENG-Premier League,1718,0,0.9839302555769993,3.6147531272265497e-07,0.01592801749288334,0.00014136545480465776,1.7552683730758427e-23
881.0,Harry Arter,Bournemouth,ENG-Premier League,1718,0,0.9817777264519756,2.5990342397017703e-08,0.01822191094261685,3.36615065003565e-07,1.7758159602931545e-44
735.0,Jermain Defoe,Bournemouth,ENG-Premier League,1718,4,0.3221683015628103,3.6200108775972976e-06,7.435008390542079e-125,0.00033214895585996344,0.6774959294704526
481.0,Jordon Ibe,Bournemouth,ENG-Premier League,1718,0,0.9982604226309072,2.8912909662720804e-09,1.8587005346251306e-20,0.00173957447780214,8.154596090847186e-32
465.0,Joshua King,Bournemouth,ENG-Premier League,1718,3,0.0,0.0014481221208143193,0.0,0.9473266971839254,0.0512251806952603
463.0,Junior Stanislas,Bournemouth,ENG-Premier League,1718,3,0.0,4.794730621769091e-07,0.0,0.9999995205269373,1.196614743051671e-31
1789.0,Lewis Cook,Bournemouth,ENG-Premier League,1718,2,0.006706160260609789,1.816367357108955e-08,0.9932938215700167,5.699925243660605e-12,3.83881998532094e-72
466.0,Marc Pugh,Bournemouth,ENG-Premier League,1718,0,0.9998513917951968,1.9510472115587978e-08,3.475064907570421e-11,0.00014858865958058674,1.1487668976823674e-25
579.0,Nathan Aké,Bournemouth,ENG-Premier League,1718,2,2.2852153642921544e-05,6.057504255688919e-09,0.9999771411952886,5.935641613395455e-10,3.8527218464175487e-31
1683.0,Ryan Fraser,Bournemouth,ENG-Premier League,1718,0,0.9999064125689394,2.0741283965058957e-09,7.698701062416331e-14,9.358535685553702e-05,1.470903751488952e-66
456.0,Simon Francis,Bournemouth,ENG-Premier League,1718,2,0.00026971623002853634,4.712680890822982e-09,0.9997302790572339,5.682189135614371e-14,7.148531957950152e-86
458.0,Steve Cook,Bournemouth,ENG-Premier League,1718,2,7.805834906973412e-06,6.92910401196201e-10,0.9999921934714181,7.647118295758847e-13,3.550554265483527e-70
4497.0,Anthony Knockaert,Brighton,ENG-Premier League,1718,0,0.9996152801121876,2.4906791841762327e-08,2.409441780871517e-12,0.0003846949786110261,2.4772147654109632e-24
6046.0,Bruno,Brighton,ENG-Premier League,1718,2,6.47927634922643e-07,2.786158163040183e-09,0.9999993492862068,1.0065422340430922e-19,2.2308553937290328e-110
6051.0,Dale Stephens,Brighton,ENG-Premier League,1718,2,0.00012116972741351643,1.2530551263587086e-09,0.9998788290178195,1.7118989648329105e-12,1.690025721079403e-83
6050.0,Davy Pröpper,Brighton,ENG-Premier League,1718,2,0.0450508188351107,1.177307248928454e-08,0.9549490605966168,1.0879520005533821e-07,4.500060151527092e-52
3873.0,Ezequiel Schelotto,Brighton,ENG-Premier League,1718,2,5.54145624008153e-05,2.9742365934756853e-09,0.9999445824633558,6.808423251623792e-15,6.190039669442841e-82
6105.0,Gaëtan Bong,Brighton,ENG-Premier League,1718,2,1.6213660350384083e-07,7.876159722467461e-09,0.9999998299872368,1.2886519220899018e-21,7.4583463592558206e-124
882.0,Glenn Murray,Brighton,ENG-Premier League,1718,4,0.0,0.00014537255116120666,0.0,5.3228163190914266e-05,0.9998013992856474
6231.0,José Izquierdo,Brighton,ENG-Premier League,1718,0,0.999652093848187,1.0626320539707887e-08,4.40895215317028e-17,0.0003127112132838594,3.518431220844271e-05
6048.0,Lewis Dunk,Brighton,ENG-Premier League,1718,2,2.5890996882763754e-05,8.582021824027753e-09,0.9999741003583116,6.278372523494124e-11,9.016680050442222e-45
379.0,Markus Suttner,Brighton,ENG-Premier League,1718,2,0.0002558620816994386,7.371696044892229e-08,0.9997440642013392,8.26403968959925e-16,9.256785057474667e-100
239.0,Pascal Groß,Brighton,ENG-Premier League,1718,3,0.0,0.0001200729655465391,0.0,0.999879927034453,1.4343994901206415e-76
6047.0,Shane Duffy,Brighton,ENG-Premier League,1718,2,0.00021247836449327364,6.117003666795876e-09,0.9997875151762505,3.422526149483531e-10,4.396094099377955e-42
6049.0,Solly March,Brighton,ENG-Premier League,1718,0,0.9996983848424296,2.1964781172333407e-08,0.0002868640671194257,1.472912566994611e-05,1.628853772781987e-56
593.0,Aaron Lennon,Burnley,ENG-Premier League,1718,2,0.498485274763057,1.7754958745151762e-07,0.5015121390453361,2.4086420193844955e-06,3.570404369895576e-35
4422.0,Ashley Barnes,Burnley,ENG-Premier League,1718,0,0.989832388187522,1.9344243623346916e-10,1.9519143113314802e-59,0.0006533428921225761,0.009514268726913412
669.0,Ashley Westwood,Burnley,ENG-Premier League,1718,2,0.20037899193738593,3.1778856726112097e-07,0.7996186477870276,2.0424870194120434e-06,3.5329391001800136e-44
1654.0,Ben Mee,Burnley,ENG-Premier League,1718,2,0.004102455185494464,2.9706437300664226e-08,0.9958975075987618,7.509306348274426e-09,2.0051607662206015e-41
4456.0,Chris Wood,Burnley,ENG-Premier League,1718,4,0.00025450724386441446,3.5706286963540764e-06,3.076147822564689e-186,1.0616873974765596e-06,0.9997408604400418
712.0,Jack Cork,Burnley,ENG-Premier League,1718,2,0.00098989964094509,4.034454725334312e-09,0.9990097672888744,3.2903572580200975e-07,2.863155714556092e-26
1665.0,James Tarkowski,Burnley,ENG-Premier League,1718,2,2.2329656483194983e-05,1.4251591703464231e-09,0.9999776689181239,2.338173743350691e-13,1.120223827396569e-71
1746.0,Jeff Hendrick,Burnley,ENG-Premier League,1718,0,0.9998803226660025,2.090626915924794e-07,9.442246737375589e-05,2.5045803932211863e-05,1.3464383496703344e-19
1663.0,Jóhann Berg Guðmundsson,Burnley,ENG-Premier League,1718,0,0.9995915203756954,4.541292095720556e-10,3.400686649210133e-13,0.0004084791698349115,1.515516496340049e-71
1747.0,Kevin Long,Burnley,ENG-Premier League,1718,2,0.07394624586353826,0.20639929429318815,0.7196544598289975,1.427658447437061e-11,2.0135520813791407e-21
1652.0,Matthew Lowton,Burnley,ENG-Premier League,1718,2,3.906057812387166e-06,8.080256806839926e-09,0.9999960858619307,1.1459987574404484e-18,7.225794819531339e-112
857.0,Phil Bardsley,Burnley,ENG-Premier League,1718,2,1.0105856277095665e-06,2.240576948580253e-08,0.9999989670086028,1.2228294887007193e-20,3.305023124293422e-119
789.0,Robbie Brady,Burnley,ENG-Premier League,1718,0,0.9991384181034314,1.4492291132709615e-10,4.662691511642436e-17,0.0008615817516453494,6.792843601748644e-115
1661.0,Sam Vokes,Burnley,ENG-Premier League,1718,4,0.1990217600844951,1.7942698008458804e-10,1.5135322918235932e-36,1.084016609081318e-06,0.8009771557194684
1659.0,Scott Arfield,Burnley,ENG-Premier League,1718,0,0.998999174591345,1.2708282941789013e-07,0.0009341177604730893,6.658056535236615e-05,3.821582149434367e-26
1655.0,Stephen Ward,Burnley,ENG-Premier League,1718,2,0.000375564980092661,4.8147548389959775e-09,0.9996244302022638,2.888720440785803e-12,7.996467863595368e-82
1657.0,Steven Defour,Burnley,ENG-Premier League,1718,2,0.007747885384806446,2.567858644019647e-08,0.9922520888756692,6.09380830210311e-11,3.042685362600877e-73
200.0,Andreas Christensen,Chelsea,ENG-Premier League,1718,2,2.3336938935371258e-05,1.0311152872157243e-09,0.9999766620054917,2.4457885840027234e-11,3.083777582263832e-59
1822.0,Antonio Rüdiger,Chelsea,ENG-Premier League,1718,2,2.205583463411997e-05,5.739660974556163e-09,0.999977937811391,6.143140474362603e-10,3.1300061015857298e-24
686.0,Cesc Fàbregas,Chelsea,ENG-Premier League,1718,0,0.9880861158542479,1.0852197737488605e-08,4.45264641737688e-24,0.011913873293555236,5.154274971964076e-62
681.0,César Azpilicueta,Chelsea,ENG-Premier League,1718,2,0.07836480103917866,2.414549665240018e-07,0.9216213239803316,1.363352552331838e-05,7.781412474445532e-40
1178.0,Davide Zappacosta,Chelsea,ENG-Premier League,1718,0,0.9997534436200591,5.45875049061044e-10,1.7784594848469906e-26,0.0002465558340654831,4.3505067739852396e-65
701.0,Eden Hazard,Chelsea,ENG-Premier League,1718,3,0.0,7.974265538752032e-08,0.0,0.9999999183156694,1.941675674412063e-09
699.0,Gary Cahill,Chelsea,ENG-Premier League,1718,2,2.193845362530111e-05,2.3202845822064244e-09,0.9999780592259337,1.5597202313811974e-13,2.283868743758116e-71
