understat_player_id,player,team,league,season,cluster_kmeans
1084.0,Jonjoe Kenny,Everton,ENG-Premier League,1718,0
741.0,Jordan Pickford,Everton,ENG-Premier League,1718,0
588.0,Leighton Baines,Everton,ENG-Premier League,1718,0
985.0,Mason Holgate,Everton,ENG-Premier League,1718,0
1653.0,Michael Keane,Everton,ENG-Premier League,1718,0
551.0,Morgan Schneiderlin,Everton,ENG-Premier League,1718,0
599.0,Oumar Niasse,Everton,ENG-Premier League,1718,2
587.0,Phil Jagielka,Everton,ENG-Premier League,1718,0
585.0,Séamus Coleman,Everton,ENG-Premier League,1718,0
1042.0,Tom Davies,Everton,ENG-Premier League,1718,0
629.0,Wayne Rooney,Everton,ENG-Premier League,1718,4
608.0,Alberto Moreno,Liverpool,ENG-Premier League,1718,3
1688.0,Andrew Robertson,Liverpool,ENG-Premier League,1718,3
602.0,Dejan Lovren,Liverpool,ENG-Premier League,1718,0
604.0,Emre Can,Liverpool,ENG-Premier League,1718,3
771.0,Georginio Wijnaldum,Liverpool,ENG-Premier League,1718,0
489.0,James Milner,Liverpool,ENG-Premier League,1718,3
605.0,Jordan Henderson,Liverpool,ENG-Premier League,1718,3
332.0,Joël Matip,Liverpool,ENG-Premier League,1718,0
1250.0,Mohamed Salah,Liverpool,ENG-Premier League,1718,2
488.0,Philippe Coutinho,Liverpool,ENG-Premier League,1718,2
265.0,Ragnar Klavan,Liverpool,ENG-Premier League,1718,0
482.0,Roberto Firmino,Liverpool,ENG-Premier League,1718,2
838.0,Sadio Mané,Liverpool,ENG-Premier League,1718,2
1791.0,Trent Alexander-Arnold,Liverpool,ENG-Premier League,1718,3
833.0,Virgil van Dijk,Liverpool,ENG-Premier League,1718,3
3635.0,Bernardo Silva,Manchester City,ENG-Premier League,1718,1
2244.0,Danilo,Manchester City,ENG-Premier League,1718,3
617.0,David Silva,Manchester City,ENG-Premier League,1718,2
876.0,Fabian Delph,Manchester City,ENG-Premier League,1718,3
614.0,Fernandinho,Manchester City,ENG-Premier League,1718,3
5543.0,Gabriel Jesus,Manchester City,ENG-Premier League,1718,2
586.0,John Stones,Manchester City,ENG-Premier League,1718,3
